,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
1017,Lufttemperatur,Tiefste Lufttemperatur,2003,200310,-4.2,2.3,,,0.0
1018,Lufttemperatur,Tiefste Lufttemperatur,2003,200311,-1.9,0.5,,,-1.0
1019,Lufttemperatur,Tiefste Lufttemperatur,2003,200312,-11.4,-8.0,,,-1.0
1020,Lufttemperatur,Tiefste Lufttemperatur,2002,200201,-12.5,-10.3,,,0.0
1021,Lufttemperatur,Tiefste Lufttemperatur,2002,200202,-3.7,-6.1,,,0.0
1022,Lufttemperatur,Tiefste Lufttemperatur,2002,200203,-2.4,-1.6,,,0.0
1023,Lufttemperatur,Tiefste Lufttemperatur,2002,200204,-1.8,-2.3,,,0.0
1024,Lufttemperatur,Tiefste Lufttemperatur,2002,200205,5.5,6.6,,,0.0
1025,Lufttemperatur,Tiefste Lufttemperatur,2002,200206,9.0,5.7,,,0.0
1026,Lufttemperatur,Tiefste Lufttemperatur,2002,200207,9.3,10.5,,,0.0
1027,Lufttemperatur,Tiefste Lufttemperatur,2002,200208,12.0,9.8,,,0.0
1028,Lufttemperatur,Tiefste Lufttemperatur,2002,200209,0.6,3.2,,,0.0
1029,Lufttemperatur,Tiefste Lufttemperatur,2002,200210,2.3,5.9,,,0.0
1030,Lufttemperatur,Tiefste Lufttemperatur,2002,200211,0.5,-4.8,,,0.0
1031,Lufttemperatur,Tiefste Lufttemperatur,2002,200212,-8.0,-15.5,,,1.0
1032,Lufttemperatur,Tiefste Lufttemperatur,2001,200101,-10.3,-16.4,,,1.0
1033,Lufttemperatur,Tiefste Lufttemperatur,2001,200102,-6.1,-3.3,,,1.0
1034,Lufttemperatur,Tiefste Lufttemperatur,2001,200103,-1.6,-2.7,,,1.0
1035,Lufttemperatur,Tiefste Lufttemperatur,2001,200104,-2.3,-1.2,,,1.0
1036,Lufttemperatur,Tiefste Lufttemperatur,2001,200105,6.6,5.3,,,1.0
1037,Lufttemperatur,Tiefste Lufttemperatur,2001,200106,5.7,6.7,,,1.0
1038,Lufttemperatur,Tiefste Lufttemperatur,2001,200107,10.5,8.5,,,1.0
1039,Lufttemperatur,Tiefste Lufttemperatur,2001,200108,9.8,10.9,,,1.0
1040,Lufttemperatur,Tiefste Lufttemperatur,2001,200109,3.2,6.6,,,1.0
1041,Lufttemperatur,Tiefste Lufttemperatur,2001,200110,5.9,4.5,,,1.0
1042,Lufttemperatur,Tiefste Lufttemperatur,2001,200111,-4.8,-2.4,,,1.0
1043,Lufttemperatur,Tiefste Lufttemperatur,2001,200112,-15.5,-8.1,,,0.0
1044,Lufttemperatur,Tiefste Lufttemperatur,2000,200001,-16.4,,,,-16.0
1045,Lufttemperatur,Tiefste Lufttemperatur,2000,200002,-3.3,,,,-10.0
1046,Lufttemperatur,Tiefste Lufttemperatur,2000,200003,-2.7,,,,-7.0
1047,Lufttemperatur,Tiefste Lufttemperatur,2000,200004,-1.2,,,,-6.0
1048,Lufttemperatur,Tiefste Lufttemperatur,2000,200005,5.3,,,,-4.0
1049,Lufttemperatur,Tiefste Lufttemperatur,2000,200006,6.7,,,,-2.0
1050,Lufttemperatur,Tiefste Lufttemperatur,2000,200007,8.5,,,,0.0
1051,Lufttemperatur,Tiefste Lufttemperatur,2000,200008,10.9,,,,1.0
1052,Lufttemperatur,Tiefste Lufttemperatur,2000,200009,6.6,,,,2.0
1053,Lufttemperatur,Tiefste Lufttemperatur,2000,200010,4.5,,,,2.0
1054,Lufttemperatur,Tiefste Lufttemperatur,2000,200011,-2.4,,,,2.0
1055,Lufttemperatur,Tiefste Lufttemperatur,2000,200012,-8.1,,,,1.0
1056,Niederschlag,Niederschlagsmenge insgesamt,2021,202101,66.0,23.0,100.0,186.96,84.0
1057,Niederschlag,Niederschlagsmenge insgesamt,2021,202102,46.0,122.0,-30.3,-62.3,77.0
1058,Niederschlag,Niederschlagsmenge insgesamt,2021,202103,42.0,61.0,-8.7,-31.15,76.0
1059,Niederschlag,Niederschlagsmenge insgesamt,2021,202104,,32.0,,,
1060,Niederschlag,Niederschlagsmenge insgesamt,2021,202105,,65.0,,,
1061,Niederschlag,Niederschlagsmenge insgesamt,2021,202106,,207.0,,,
1062,Niederschlag,Niederschlagsmenge insgesamt,2021,202107,,95.0,,,
1063,Niederschlag,Niederschlagsmenge insgesamt,2021,202108,,151.0,,,
1064,Niederschlag,Niederschlagsmenge insgesamt,2021,202109,,63.0,,,
1065,Niederschlag,Niederschlagsmenge insgesamt,2021,202110,,93.0,,,
1066,Niederschlag,Niederschlagsmenge insgesamt,2021,202111,,17.0,,,
1067,Niederschlag,Niederschlagsmenge insgesamt,2021,202112,,33.0,,,
1068,Niederschlag,Niederschlagsmenge insgesamt,2020,202001,23.0,88.0,-51.06,-73.86,75.0
1069,Niederschlag,Niederschlagsmenge insgesamt,2020,202002,122.0,52.0,430.43,134.62,81.0
1070,Niederschlag,Niederschlagsmenge insgesamt,2020,202003,61.0,44.0,-50.0,38.64,82.0
1071,Niederschlag,Niederschlagsmenge insgesamt,2020,202004,32.0,21.0,-47.54,52.38,83.0
1072,Niederschlag,Niederschlagsmenge insgesamt,2020,202005,65.0,192.0,103.13,-66.15,73.0
1073,Niederschlag,Niederschlagsmenge insgesamt,2020,202006,207.0,69.0,218.46,200.0,84.0
1074,Niederschlag,Niederschlagsmenge insgesamt,2020,202007,95.0,124.0,-54.11,-23.39,82.0
1075,Niederschlag,Niederschlagsmenge insgesamt,2020,202008,151.0,151.0,58.95,0.0,82.0
1076,Niederschlag,Niederschlagsmenge insgesamt,2020,202009,63.0,66.0,-58.28,-4.55,82.0
1077,Niederschlag,Niederschlagsmenge insgesamt,2020,202010,93.0,86.0,47.62,8.14,82.0
1078,Niederschlag,Niederschlagsmenge insgesamt,2020,202011,17.0,26.0,-81.72,-34.62,81.0
1079,Niederschlag,Niederschlagsmenge insgesamt,2020,202012,33.0,47.0,94.12,-29.79,80.0
1080,Niederschlag,Niederschlagsmenge insgesamt,2019,201901,88.0,105.0,4.76,-16.19,78.0
1081,Niederschlag,Niederschlagsmenge insgesamt,2019,201902,52.0,53.0,-40.91,-1.89,77.0
1082,Niederschlag,Niederschlagsmenge insgesamt,2019,201903,44.0,39.0,-15.38,12.82,78.0
1083,Niederschlag,Niederschlagsmenge insgesamt,2019,201904,21.0,10.0,-52.27,110.0,79.0
1084,Niederschlag,Niederschlagsmenge insgesamt,2019,201905,192.0,141.0,814.29,36.17,83.0
1085,Niederschlag,Niederschlagsmenge insgesamt,2019,201906,69.0,133.0,-64.06,-48.12,78.0
1086,Niederschlag,Niederschlagsmenge insgesamt,2019,201907,124.0,92.0,79.71,34.78,80.0
1087,Niederschlag,Niederschlagsmenge insgesamt,2019,201908,151.0,101.0,21.77,49.5,85.0
1088,Niederschlag,Niederschlagsmenge insgesamt,2019,201909,66.0,118.0,-56.29,-44.07,80.0
1089,Niederschlag,Niederschlagsmenge insgesamt,2019,201910,86.0,46.0,30.3,86.96,84.0
1090,Niederschlag,Niederschlagsmenge insgesamt,2019,201911,26.0,25.0,-69.77,4.0,84.0
1091,Niederschlag,Niederschlagsmenge insgesamt,2019,201912,47.0,84.0,80.77,-44.05,81.0
1092,Niederschlag,Niederschlagsmenge insgesamt,2018,201801,105.0,45.0,75.0,133.33,82.0
1093,Niederschlag,Niederschlagsmenge insgesamt,2018,201802,53.0,36.0,-49.52,47.22,83.0
1094,Niederschlag,Niederschlagsmenge insgesamt,2018,201803,39.0,39.0,-26.42,0.0,83.0
1095,Niederschlag,Niederschlagsmenge insgesamt,2018,201804,10.0,104.0,-74.36,-90.38,75.0
1096,Niederschlag,Niederschlagsmenge insgesamt,2018,201805,141.0,98.0,1310.0,43.88,79.0
1097,Niederschlag,Niederschlagsmenge insgesamt,2018,201806,133.0,77.0,-5.67,72.73,84.0
1098,Niederschlag,Niederschlagsmenge insgesamt,2018,201807,92.0,138.0,-30.83,-33.33,80.0
1099,Niederschlag,Niederschlagsmenge insgesamt,2018,201808,101.0,139.0,9.78,-27.34,77.0
1100,Niederschlag,Niederschlagsmenge insgesamt,2018,201809,118.0,55.0,16.83,114.55,82.0
1101,Niederschlag,Niederschlagsmenge insgesamt,2018,201810,46.0,59.0,-61.02,-22.03,81.0
1102,Niederschlag,Niederschlagsmenge insgesamt,2018,201811,25.0,72.0,-45.65,-65.28,77.0
1103,Niederschlag,Niederschlagsmenge insgesamt,2018,201812,84.0,60.0,236.0,40.0,79.0
1104,Niederschlag,Niederschlagsmenge insgesamt,2017,201701,45.0,93.0,800.0,-51.61,75.0
1105,Niederschlag,Niederschlagsmenge insgesamt,2017,201702,36.0,75.0,-20.0,-52.0,72.0
1106,Niederschlag,Niederschlagsmenge insgesamt,2017,201703,39.0,43.0,8.33,-9.3,72.0
1107,Niederschlag,Niederschlagsmenge insgesamt,2017,201704,104.0,62.0,166.67,67.74,75.0
1108,Niederschlag,Niederschlagsmenge insgesamt,2017,201705,98.0,119.0,-5.77,-17.65,74.0
1109,Niederschlag,Niederschlagsmenge insgesamt,2017,201706,77.0,104.0,-21.43,-25.96,71.0
1110,Niederschlag,Niederschlagsmenge insgesamt,2017,201707,138.0,116.0,79.22,18.97,73.0
1111,Niederschlag,Niederschlagsmenge insgesamt,2017,201708,139.0,105.0,0.72,32.38,76.0
1112,Niederschlag,Niederschlagsmenge insgesamt,2017,201709,55.0,117.0,-60.43,-52.99,71.0
1113,Niederschlag,Niederschlagsmenge insgesamt,2017,201710,59.0,45.0,7.27,31.11,72.0
1114,Niederschlag,Niederschlagsmenge insgesamt,2017,201711,72.0,69.0,22.03,4.35,72.0
1115,Niederschlag,Niederschlagsmenge insgesamt,2017,201712,60.0,5.0,-16.67,1100.0,77.0
1116,Niederschlag,Niederschlagsmenge insgesamt,2016,201601,93.0,87.0,287.5,6.9,71.0
1117,Niederschlag,Niederschlagsmenge insgesamt,2016,201602,75.0,20.0,-19.35,275.0,76.0
1118,Niederschlag,Niederschlagsmenge insgesamt,2016,201603,43.0,66.0,-42.67,-34.85,74.0
1119,Niederschlag,Niederschlagsmenge insgesamt,2016,201604,62.0,62.0,44.19,0.0,74.0
1120,Niederschlag,Niederschlagsmenge insgesamt,2016,201605,119.0,136.0,91.94,-12.5,73.0
1121,Niederschlag,Niederschlagsmenge insgesamt,2016,201606,104.0,130.0,-12.61,-20.0,70.0
1122,Niederschlag,Niederschlagsmenge insgesamt,2016,201607,116.0,43.0,11.54,169.77,76.0
1123,Niederschlag,Niederschlagsmenge insgesamt,2016,201608,105.0,66.0,-9.48,59.09,80.0
1124,Niederschlag,Niederschlagsmenge insgesamt,2016,201609,117.0,58.0,11.43,101.72,85.0
1125,Niederschlag,Niederschlagsmenge insgesamt,2016,201610,45.0,89.0,-61.54,-49.44,81.0
1126,Niederschlag,Niederschlagsmenge insgesamt,2016,201611,69.0,68.0,53.33,1.47,81.0
1127,Niederschlag,Niederschlagsmenge insgesamt,2016,201612,5.0,24.0,-92.75,-79.17,79.0
1128,Niederschlag,Niederschlagsmenge insgesamt,2015,201501,87.0,68.0,31.82,27.94,73.0
1129,Niederschlag,Niederschlagsmenge insgesamt,2015,201502,20.0,15.0,-77.01,33.33,73.0
1130,Niederschlag,Niederschlagsmenge insgesamt,2015,201503,66.0,28.0,230.0,135.71,76.0
1131,Niederschlag,Niederschlagsmenge insgesamt,2015,201504,62.0,38.0,-6.06,63.16,78.0
1132,Niederschlag,Niederschlagsmenge insgesamt,2015,201505,136.0,74.0,119.35,83.78,84.0
1133,Niederschlag,Niederschlagsmenge insgesamt,2015,201506,130.0,67.0,-4.41,94.03,89.0
1134,Niederschlag,Niederschlagsmenge insgesamt,2015,201507,43.0,142.0,-66.92,-69.72,81.0
1135,Niederschlag,Niederschlagsmenge insgesamt,2015,201508,66.0,125.0,53.49,-47.2,76.0
1136,Niederschlag,Niederschlagsmenge insgesamt,2015,201509,58.0,102.0,-12.12,-43.14,72.0
1137,Niederschlag,Niederschlagsmenge insgesamt,2015,201510,89.0,85.0,53.45,4.71,72.0
1138,Niederschlag,Niederschlagsmenge insgesamt,2015,201511,68.0,45.0,-23.6,51.11,74.0
1139,Niederschlag,Niederschlagsmenge insgesamt,2015,201512,24.0,66.0,-64.71,-63.64,71.0
1140,Niederschlag,Niederschlagsmenge insgesamt,2014,201401,68.0,81.0,655.56,-16.05,76.0
1141,Niederschlag,Niederschlagsmenge insgesamt,2014,201402,15.0,84.0,-77.94,-82.14,71.0
1142,Niederschlag,Niederschlagsmenge insgesamt,2014,201403,28.0,49.0,86.67,-42.86,69.0
1143,Niederschlag,Niederschlagsmenge insgesamt,2014,201404,38.0,24.0,35.71,58.33,70.0
1144,Niederschlag,Niederschlagsmenge insgesamt,2014,201405,74.0,155.0,94.74,-52.26,63.0
1145,Niederschlag,Niederschlagsmenge insgesamt,2014,201406,67.0,173.0,-9.46,-61.27,55.0
1146,Niederschlag,Niederschlagsmenge insgesamt,2014,201407,142.0,21.0,111.94,576.19,65.0
1147,Niederschlag,Niederschlagsmenge insgesamt,2014,201408,125.0,94.0,-11.97,32.98,67.0
1148,Niederschlag,Niederschlagsmenge insgesamt,2014,201409,102.0,89.0,-18.4,14.61,68.0
1149,Niederschlag,Niederschlagsmenge insgesamt,2014,201410,85.0,94.0,-16.67,-9.57,68.0
1150,Niederschlag,Niederschlagsmenge insgesamt,2014,201411,45.0,57.0,-47.06,-21.05,67.0
1151,Niederschlag,Niederschlagsmenge insgesamt,2014,201412,66.0,9.0,46.67,633.33,71.0
1152,Niederschlag,Niederschlagsmenge insgesamt,2013,201301,81.0,95.0,-1.22,-14.74,79.0
1153,Niederschlag,Niederschlagsmenge insgesamt,2013,201302,84.0,22.0,3.7,281.82,84.0
1154,Niederschlag,Niederschlagsmenge insgesamt,2013,201303,49.0,24.0,-41.67,104.17,86.0
1155,Niederschlag,Niederschlagsmenge insgesamt,2013,201304,24.0,70.0,-51.02,-65.71,82.0
1156,Niederschlag,Niederschlagsmenge insgesamt,2013,201305,155.0,66.0,545.83,134.85,90.0
1157,Niederschlag,Niederschlagsmenge insgesamt,2013,201306,173.0,187.0,11.61,-7.49,89.0
1158,Niederschlag,Niederschlagsmenge insgesamt,2013,201307,21.0,66.0,-87.86,-68.18,85.0
1159,Niederschlag,Niederschlagsmenge insgesamt,2013,201308,94.0,175.0,347.62,-46.29,78.0
1160,Niederschlag,Niederschlagsmenge insgesamt,2013,201309,89.0,56.0,-5.32,58.93,81.0
1161,Niederschlag,Niederschlagsmenge insgesamt,2013,201310,94.0,58.0,5.62,62.07,84.0
1162,Niederschlag,Niederschlagsmenge insgesamt,2013,201311,57.0,61.0,-39.36,-6.56,84.0
1163,Niederschlag,Niederschlagsmenge insgesamt,2013,201312,9.0,82.0,-84.21,-89.02,78.0
1164,Niederschlag,Niederschlagsmenge insgesamt,2012,201201,95.0,55.0,-10.38,72.73,84.0
1165,Niederschlag,Niederschlagsmenge insgesamt,2012,201202,22.0,13.0,-76.84,69.23,85.0
1166,Niederschlag,Niederschlagsmenge insgesamt,2012,201203,24.0,70.0,9.09,-65.71,81.0
1167,Niederschlag,Niederschlagsmenge insgesamt,2012,201204,70.0,22.0,191.67,218.18,85.0
1168,Niederschlag,Niederschlagsmenge insgesamt,2012,201205,66.0,115.0,-5.71,-42.61,81.0
1169,Niederschlag,Niederschlagsmenge insgesamt,2012,201206,187.0,185.0,183.33,1.08,81.0
1170,Niederschlag,Niederschlagsmenge insgesamt,2012,201207,66.0,166.0,-64.71,-60.24,73.0
1171,Niederschlag,Niederschlagsmenge insgesamt,2012,201208,175.0,78.0,165.15,124.36,81.0
1172,Niederschlag,Niederschlagsmenge insgesamt,2012,201209,56.0,114.0,-68.0,-50.88,76.0
1173,Niederschlag,Niederschlagsmenge insgesamt,2012,201210,58.0,47.0,3.57,23.4,77.0
1174,Niederschlag,Niederschlagsmenge insgesamt,2012,201211,61.0,1.0,5.17,6000.0,82.0
1175,Niederschlag,Niederschlagsmenge insgesamt,2012,201212,82.0,106.0,34.43,-22.64,80.0
1176,Niederschlag,Niederschlagsmenge insgesamt,2011,201101,55.0,36.0,-40.86,52.78,86.0
1177,Niederschlag,Niederschlagsmenge insgesamt,2011,201102,13.0,34.0,-76.36,-61.76,85.0
1178,Niederschlag,Niederschlagsmenge insgesamt,2011,201103,70.0,39.0,438.46,79.49,87.0
1179,Niederschlag,Niederschlagsmenge insgesamt,2011,201104,22.0,37.0,-68.57,-40.54,86.0
1180,Niederschlag,Niederschlagsmenge insgesamt,2011,201105,115.0,149.0,422.73,-22.82,83.0
1181,Niederschlag,Niederschlagsmenge insgesamt,2011,201106,185.0,143.0,60.87,29.37,87.0
1182,Niederschlag,Niederschlagsmenge insgesamt,2011,201107,166.0,161.0,-10.27,3.11,87.0
1183,Niederschlag,Niederschlagsmenge insgesamt,2011,201108,78.0,186.0,-53.01,-58.06,78.0
1184,Niederschlag,Niederschlagsmenge insgesamt,2011,201109,114.0,50.0,46.15,128.0,83.0
1185,Niederschlag,Niederschlagsmenge insgesamt,2011,201110,47.0,43.0,-58.77,9.3,84.0
1186,Niederschlag,Niederschlagsmenge insgesamt,2011,201111,1.0,47.0,-97.87,-97.87,80.0
1187,Niederschlag,Niederschlagsmenge insgesamt,2011,201112,106.0,93.0,10500.0,13.98,81.0
1188,Niederschlag,Niederschlagsmenge insgesamt,2010,201001,36.0,25.0,-52.63,44.0,77.0
1189,Niederschlag,Niederschlagsmenge insgesamt,2010,201002,34.0,57.0,-5.56,-40.35,76.0
1190,Niederschlag,Niederschlagsmenge insgesamt,2010,201003,39.0,94.0,14.71,-58.51,71.0
1191,Niederschlag,Niederschlagsmenge insgesamt,2010,201004,37.0,25.0,-5.13,48.0,72.0
1192,Niederschlag,Niederschlagsmenge insgesamt,2010,201005,149.0,84.0,302.7,77.38,77.0
1193,Niederschlag,Niederschlagsmenge insgesamt,2010,201006,143.0,185.0,-4.03,-22.7,74.0
1194,Niederschlag,Niederschlagsmenge insgesamt,2010,201007,161.0,162.0,12.59,-0.62,74.0
1195,Niederschlag,Niederschlagsmenge insgesamt,2010,201008,186.0,57.0,15.53,226.32,85.0
1196,Niederschlag,Niederschlagsmenge insgesamt,2010,201009,50.0,43.0,-73.12,16.28,85.0
1197,Niederschlag,Niederschlagsmenge insgesamt,2010,201010,43.0,63.0,-14.0,-31.75,83.0
1198,Niederschlag,Niederschlagsmenge insgesamt,2010,201011,47.0,47.0,9.3,0.0,83.0
1199,Niederschlag,Niederschlagsmenge insgesamt,2010,201012,93.0,76.0,97.87,22.37,85.0
1200,Niederschlag,Niederschlagsmenge insgesamt,2009,200901,25.0,35.0,-26.47,-28.57,71.0
1201,Niederschlag,Niederschlagsmenge insgesamt,2009,200902,57.0,21.0,128.0,171.43,74.0
1202,Niederschlag,Niederschlagsmenge insgesamt,2009,200903,94.0,59.0,64.91,59.32,77.0
1203,Niederschlag,Niederschlagsmenge insgesamt,2009,200904,25.0,143.0,-73.4,-82.52,67.0
1204,Niederschlag,Niederschlagsmenge insgesamt,2009,200905,84.0,44.0,236.0,90.91,70.0
1205,Niederschlag,Niederschlagsmenge insgesamt,2009,200906,185.0,152.0,120.24,21.71,73.0
1206,Niederschlag,Niederschlagsmenge insgesamt,2009,200907,162.0,116.0,-12.43,39.66,77.0
1207,Niederschlag,Niederschlagsmenge insgesamt,2009,200908,57.0,96.0,-64.81,-40.63,74.0
1208,Niederschlag,Niederschlagsmenge insgesamt,2009,200909,43.0,48.0,-24.56,-10.42,73.0
1209,Niederschlag,Niederschlagsmenge insgesamt,2009,200910,63.0,61.0,46.51,3.28,73.0
1210,Niederschlag,Niederschlagsmenge insgesamt,2009,200911,47.0,51.0,-25.4,-7.84,73.0
1211,Niederschlag,Niederschlagsmenge insgesamt,2009,200912,76.0,34.0,61.7,123.53,77.0
1212,Niederschlag,Niederschlagsmenge insgesamt,2008,200801,35.0,56.0,-28.57,-37.5,88.0
1213,Niederschlag,Niederschlagsmenge insgesamt,2008,200802,21.0,55.0,-40.0,-61.82,85.0
1214,Niederschlag,Niederschlagsmenge insgesamt,2008,200803,59.0,32.0,180.95,84.38,87.0
1215,Niederschlag,Niederschlagsmenge insgesamt,2008,200804,143.0,17.0,142.37,741.18,98.0
1216,Niederschlag,Niederschlagsmenge insgesamt,2008,200805,44.0,174.0,-69.23,-74.71,87.0
1217,Niederschlag,Niederschlagsmenge insgesamt,2008,200806,152.0,68.0,245.45,123.53,94.0
1218,Niederschlag,Niederschlagsmenge insgesamt,2008,200807,116.0,220.0,-23.68,-47.27,85.0
1219,Niederschlag,Niederschlagsmenge insgesamt,2008,200808,96.0,153.0,-17.24,-37.25,80.0
1220,Niederschlag,Niederschlagsmenge insgesamt,2008,200809,48.0,135.0,-50.0,-64.44,73.0
1221,Niederschlag,Niederschlagsmenge insgesamt,2008,200810,61.0,25.0,27.08,144.0,76.0
1222,Niederschlag,Niederschlagsmenge insgesamt,2008,200811,51.0,88.0,-16.39,-42.05,73.0
1223,Niederschlag,Niederschlagsmenge insgesamt,2008,200812,34.0,49.0,-33.33,-30.61,72.0
1224,Niederschlag,Niederschlagsmenge insgesamt,2007,200701,56.0,26.0,33.33,115.38,74.0
1225,Niederschlag,Niederschlagsmenge insgesamt,2007,200702,55.0,46.0,-1.79,19.57,75.0
1226,Niederschlag,Niederschlagsmenge insgesamt,2007,200703,32.0,112.0,-41.82,-71.43,68.0
1227,Niederschlag,Niederschlagsmenge insgesamt,2007,200704,17.0,131.0,-46.88,-87.02,58.0
1228,Niederschlag,Niederschlagsmenge insgesamt,2007,200705,174.0,101.0,923.53,72.28,64.0
1229,Niederschlag,Niederschlagsmenge insgesamt,2007,200706,68.0,80.0,-60.92,-15.0,63.0
1230,Niederschlag,Niederschlagsmenge insgesamt,2007,200707,220.0,45.0,223.53,388.89,78.0
1231,Niederschlag,Niederschlagsmenge insgesamt,2007,200708,153.0,155.0,-30.45,-1.29,78.0
1232,Niederschlag,Niederschlagsmenge insgesamt,2007,200709,135.0,38.0,-11.76,255.26,86.0
1233,Niederschlag,Niederschlagsmenge insgesamt,2007,200710,25.0,48.0,-81.48,-47.92,84.0
1234,Niederschlag,Niederschlagsmenge insgesamt,2007,200711,88.0,31.0,252.0,183.87,89.0
1235,Niederschlag,Niederschlagsmenge insgesamt,2007,200712,49.0,42.0,-44.32,16.67,89.0
1236,Niederschlag,Niederschlagsmenge insgesamt,2006,200601,26.0,44.0,-50.94,-40.91,83.0
1237,Niederschlag,Niederschlagsmenge insgesamt,2006,200602,46.0,70.0,76.92,-34.29,81.0
1238,Niederschlag,Niederschlagsmenge insgesamt,2006,200603,112.0,48.0,143.48,133.33,87.0
1239,Niederschlag,Niederschlagsmenge insgesamt,2006,200604,131.0,111.0,16.96,18.02,88.0
1240,Niederschlag,Niederschlagsmenge insgesamt,2006,200605,101.0,114.0,-22.9,-11.4,87.0
1241,Niederschlag,Niederschlagsmenge insgesamt,2006,200606,80.0,120.0,-20.79,-33.33,84.0
1242,Niederschlag,Niederschlagsmenge insgesamt,2006,200607,45.0,138.0,-43.75,-67.39,76.0
1243,Niederschlag,Niederschlagsmenge insgesamt,2006,200608,155.0,150.0,244.44,3.33,77.0
1244,Niederschlag,Niederschlagsmenge insgesamt,2006,200609,38.0,83.0,-75.48,-54.22,73.0
1245,Niederschlag,Niederschlagsmenge insgesamt,2006,200610,48.0,42.0,26.32,14.29,73.0
1246,Niederschlag,Niederschlagsmenge insgesamt,2006,200611,31.0,44.0,-35.42,-29.55,72.0
1247,Niederschlag,Niederschlagsmenge insgesamt,2006,200612,42.0,53.0,35.48,-20.75,71.0
1248,Niederschlag,Niederschlagsmenge insgesamt,2005,200501,44.0,125.0,41.94,-64.8,61.0
1249,Niederschlag,Niederschlagsmenge insgesamt,2005,200502,70.0,37.0,59.09,89.19,64.0
1250,Niederschlag,Niederschlagsmenge insgesamt,2005,200503,48.0,56.0,-31.43,-14.29,63.0
1251,Niederschlag,Niederschlagsmenge insgesamt,2005,200504,111.0,56.0,131.25,98.21,68.0
1252,Niederschlag,Niederschlagsmenge insgesamt,2005,200505,114.0,60.0,2.7,90.0,72.0
1253,Niederschlag,Niederschlagsmenge insgesamt,2005,200506,120.0,87.0,5.26,37.93,75.0
1254,Niederschlag,Niederschlagsmenge insgesamt,2005,200507,138.0,114.0,15.0,21.05,77.0
1255,Niederschlag,Niederschlagsmenge insgesamt,2005,200508,150.0,72.0,8.7,108.33,84.0
1256,Niederschlag,Niederschlagsmenge insgesamt,2005,200509,83.0,64.0,-44.67,29.69,85.0
1257,Niederschlag,Niederschlagsmenge insgesamt,2005,200510,42.0,76.0,-49.4,-44.74,82.0
1258,Niederschlag,Niederschlagsmenge insgesamt,2005,200511,44.0,36.0,4.76,22.22,83.0
1259,Niederschlag,Niederschlagsmenge insgesamt,2005,200512,53.0,31.0,20.45,70.97,85.0
1260,Niederschlag,Niederschlagsmenge insgesamt,2004,200401,125.0,61.0,204.88,104.92,60.0
1261,Niederschlag,Niederschlagsmenge insgesamt,2004,200402,37.0,34.0,-70.4,8.82,60.0
1262,Niederschlag,Niederschlagsmenge insgesamt,2004,200403,56.0,22.0,51.35,154.55,63.0
1263,Niederschlag,Niederschlagsmenge insgesamt,2004,200404,56.0,25.0,0.0,124.0,66.0
1264,Niederschlag,Niederschlagsmenge insgesamt,2004,200405,60.0,58.0,7.14,3.45,66.0
1265,Niederschlag,Niederschlagsmenge insgesamt,2004,200406,87.0,94.0,45.0,-7.45,65.0
1266,Niederschlag,Niederschlagsmenge insgesamt,2004,200407,114.0,101.0,31.03,12.87,66.0
1267,Niederschlag,Niederschlagsmenge insgesamt,2004,200408,72.0,48.0,-36.84,50.0,68.0
1268,Niederschlag,Niederschlagsmenge insgesamt,2004,200409,64.0,30.0,-11.11,113.33,71.0
1269,Niederschlag,Niederschlagsmenge insgesamt,2004,200410,76.0,111.0,18.75,-31.53,68.0
1270,Niederschlag,Niederschlagsmenge insgesamt,2004,200411,36.0,32.0,-52.63,12.5,69.0
1271,Niederschlag,Niederschlagsmenge insgesamt,2004,200412,31.0,41.0,-13.89,-24.39,68.0
1272,Niederschlag,Niederschlagsmenge insgesamt,2003,200301,61.0,10.0,-34.41,510.0,98.0
1273,Niederschlag,Niederschlagsmenge insgesamt,2003,200302,34.0,58.0,-44.26,-41.38,96.0
1274,Niederschlag,Niederschlagsmenge insgesamt,2003,200303,22.0,79.0,-35.29,-72.15,91.0
1275,Niederschlag,Niederschlagsmenge insgesamt,2003,200304,25.0,27.0,13.64,-7.41,91.0
1276,Niederschlag,Niederschlagsmenge insgesamt,2003,200305,58.0,151.0,132.0,-61.59,84.0
1277,Niederschlag,Niederschlagsmenge insgesamt,2003,200306,94.0,93.0,62.07,1.08,84.0
1278,Niederschlag,Niederschlagsmenge insgesamt,2003,200307,101.0,138.0,7.45,-26.81,81.0
1279,Niederschlag,Niederschlagsmenge insgesamt,2003,200308,48.0,142.0,-52.48,-66.2,73.0
1280,Niederschlag,Niederschlagsmenge insgesamt,2003,200309,30.0,127.0,-37.5,-76.38,65.0
1281,Niederschlag,Niederschlagsmenge insgesamt,2003,200310,111.0,89.0,270.0,24.72,66.0
1282,Niederschlag,Niederschlagsmenge insgesamt,2003,200311,32.0,120.0,-71.17,-73.33,59.0
1283,Niederschlag,Niederschlagsmenge insgesamt,2003,200312,41.0,93.0,28.13,-55.91,55.0
1284,Niederschlag,Niederschlagsmenge insgesamt,2002,200201,10.0,58.0,-85.29,-82.76,84.0
1285,Niederschlag,Niederschlagsmenge insgesamt,2002,200202,58.0,52.0,480.0,11.54,84.0
