,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
0,Bauhauptgewerbe,Auftragseingänge,2021,Summe,234063.0,793125.0,,-70.49,
1,Bauhauptgewerbe,Auftragseingänge,2021,202101,62306.0,100341.0,-34.39,-37.91,62924.0
2,Bauhauptgewerbe,Auftragseingänge,2021,202102,86881.0,49425.0,39.44,75.78,66046.0
3,Bauhauptgewerbe,Auftragseingänge,2021,202103,84876.0,90938.0,-2.31,-6.67,65540.0
4,Bauhauptgewerbe,Auftragseingänge,2021,202104,,52372.0,,,
5,Bauhauptgewerbe,Auftragseingänge,2021,202105,,65089.0,,,
6,Bauhauptgewerbe,Auftragseingänge,2021,202106,,49313.0,,,
7,Bauhauptgewerbe,Auftragseingänge,2021,202107,,81265.0,,,
8,Bauhauptgewerbe,Auftragseingänge,2021,202108,,44364.0,,,
9,Bauhauptgewerbe,Auftragseingänge,2021,202109,,65770.0,,,
10,Bauhauptgewerbe,Auftragseingänge,2021,202110,,45981.0,,,
11,Bauhauptgewerbe,Auftragseingänge,2021,202111,,53310.0,,,
12,Bauhauptgewerbe,Auftragseingänge,2021,202112,,94957.0,,,
13,Bauhauptgewerbe,Auftragseingänge,2020,Summe,793125.0,1054096.0,,-24.76,
14,Bauhauptgewerbe,Auftragseingänge,2020,202001,100341.0,87369.0,36.43,14.85,88922.0
15,Bauhauptgewerbe,Auftragseingänge,2020,202002,49425.0,111184.0,-50.74,-55.55,83776.0
16,Bauhauptgewerbe,Auftragseingänge,2020,202003,90938.0,50245.0,83.99,80.99,87167.0
17,Bauhauptgewerbe,Auftragseingänge,2020,202004,52372.0,102190.0,-42.41,-48.75,83015.0
18,Bauhauptgewerbe,Auftragseingänge,2020,202005,65089.0,61969.0,24.28,5.03,83275.0
19,Bauhauptgewerbe,Auftragseingänge,2020,202006,49313.0,131982.0,-24.24,-62.64,76386.0
20,Bauhauptgewerbe,Auftragseingänge,2020,202007,81265.0,72932.0,64.79,11.43,77081.0
21,Bauhauptgewerbe,Auftragseingänge,2020,202008,44364.0,196153.0,-45.41,-77.38,64432.0
22,Bauhauptgewerbe,Auftragseingänge,2020,202009,65770.0,74629.0,48.25,-11.87,63693.0
23,Bauhauptgewerbe,Auftragseingänge,2020,202010,45981.0,39167.0,-30.09,17.4,64261.0
24,Bauhauptgewerbe,Auftragseingänge,2020,202011,53310.0,52726.0,15.94,1.11,64310.0
25,Bauhauptgewerbe,Auftragseingänge,2020,202012,94957.0,73550.0,78.12,29.11,66094.0
26,Bauhauptgewerbe,Auftragseingänge,2019,Summe,1054096.0,1418018.0,,-25.66,
27,Bauhauptgewerbe,Auftragseingänge,2019,201901,87369.0,39806.0,-75.96,119.49,122132.0
28,Bauhauptgewerbe,Auftragseingänge,2019,201902,111184.0,72346.0,27.26,53.68,125368.0
29,Bauhauptgewerbe,Auftragseingänge,2019,201903,50245.0,53168.0,-54.81,-5.5,125125.0
30,Bauhauptgewerbe,Auftragseingänge,2019,201904,102190.0,97194.0,103.38,5.14,125541.0
31,Bauhauptgewerbe,Auftragseingänge,2019,201905,61969.0,62615.0,-39.36,-1.03,125487.0
32,Bauhauptgewerbe,Auftragseingänge,2019,201906,131982.0,72816.0,112.98,81.25,130418.0
33,Bauhauptgewerbe,Auftragseingänge,2019,201907,72932.0,80536.0,-44.74,-9.44,129784.0
34,Bauhauptgewerbe,Auftragseingänge,2019,201908,196153.0,88777.0,168.95,120.95,138732.0
35,Bauhauptgewerbe,Auftragseingänge,2019,201909,74629.0,75052.0,-61.95,-0.56,138697.0
36,Bauhauptgewerbe,Auftragseingänge,2019,201910,39167.0,239804.0,-47.52,-83.67,121977.0
37,Bauhauptgewerbe,Auftragseingänge,2019,201911,52726.0,172502.0,34.62,-69.43,111996.0
38,Bauhauptgewerbe,Auftragseingänge,2019,201912,73550.0,363402.0,39.49,-79.76,87841.0
39,Bauhauptgewerbe,Auftragseingänge,2018,Summe,1418018.0,944852.0,,50.08,
40,Bauhauptgewerbe,Auftragseingänge,2018,201801,39806.0,52780.0,-64.51,-24.58,77657.0
41,Bauhauptgewerbe,Auftragseingänge,2018,201802,72346.0,66473.0,81.75,8.84,78146.0
42,Bauhauptgewerbe,Auftragseingänge,2018,201803,53168.0,68437.0,-26.51,-22.31,76874.0
43,Bauhauptgewerbe,Auftragseingänge,2018,201804,97194.0,56092.0,82.81,73.28,80299.0
44,Bauhauptgewerbe,Auftragseingänge,2018,201805,62615.0,80553.0,-35.58,-22.27,78804.0
45,Bauhauptgewerbe,Auftragseingänge,2018,201806,72816.0,102924.0,16.29,-29.25,76295.0
46,Bauhauptgewerbe,Auftragseingänge,2018,201807,80536.0,45278.0,10.6,77.87,79233.0
47,Bauhauptgewerbe,Auftragseingänge,2018,201808,88777.0,58694.0,10.23,51.25,81740.0
48,Bauhauptgewerbe,Auftragseingänge,2018,201809,75052.0,101422.0,-15.46,-26.0,79542.0
49,Bauhauptgewerbe,Auftragseingänge,2018,201810,239804.0,42312.0,219.52,466.75,96000.0
50,Bauhauptgewerbe,Auftragseingänge,2018,201811,172502.0,157717.0,-28.07,9.37,97232.0
51,Bauhauptgewerbe,Auftragseingänge,2018,201812,363402.0,112170.0,110.67,223.97,118168.0
52,Bauhauptgewerbe,Auftragseingänge,2017,Summe,944852.0,811076.0,,16.49,
53,Bauhauptgewerbe,Auftragseingänge,2017,201701,52780.0,47098.0,-30.1,12.06,68063.0
54,Bauhauptgewerbe,Auftragseingänge,2017,201702,66473.0,57880.0,25.94,14.85,68779.0
55,Bauhauptgewerbe,Auftragseingänge,2017,201703,68437.0,53892.0,2.95,26.99,69991.0
56,Bauhauptgewerbe,Auftragseingänge,2017,201704,56092.0,88249.0,-18.04,-36.44,67312.0
57,Bauhauptgewerbe,Auftragseingänge,2017,201705,80553.0,27309.0,43.61,194.97,71749.0
58,Bauhauptgewerbe,Auftragseingänge,2017,201706,102924.0,49362.0,27.77,108.51,76212.0
59,Bauhauptgewerbe,Auftragseingänge,2017,201707,45278.0,39782.0,-56.01,13.82,76670.0
60,Bauhauptgewerbe,Auftragseingänge,2017,201708,58694.0,94084.0,29.63,-37.62,73721.0
61,Bauhauptgewerbe,Auftragseingänge,2017,201709,101422.0,36191.0,72.8,180.24,79157.0
62,Bauhauptgewerbe,Auftragseingänge,2017,201710,42312.0,38861.0,-58.28,8.88,79444.0
63,Bauhauptgewerbe,Auftragseingänge,2017,201711,157717.0,202857.0,272.75,-22.25,75683.0
64,Bauhauptgewerbe,Auftragseingänge,2017,201712,112170.0,75511.0,-28.88,48.55,78738.0
65,Bauhauptgewerbe,Auftragseingänge,2016,Summe,811076.0,838498.0,,-3.27,
66,Bauhauptgewerbe,Auftragseingänge,2016,201601,47098.0,25584.0,-88.35,84.09,71668.0
67,Bauhauptgewerbe,Auftragseingänge,2016,201602,57880.0,32434.0,22.89,78.45,73788.0
68,Bauhauptgewerbe,Auftragseingänge,2016,201603,53892.0,32419.0,-6.89,66.24,75578.0
69,Bauhauptgewerbe,Auftragseingänge,2016,201604,88249.0,59325.0,63.75,48.76,77988.0
70,Bauhauptgewerbe,Auftragseingänge,2016,201605,27309.0,50497.0,-69.05,-45.92,76056.0
71,Bauhauptgewerbe,Auftragseingänge,2016,201606,49362.0,47414.0,80.75,4.11,76218.0
72,Bauhauptgewerbe,Auftragseingänge,2016,201607,39782.0,34178.0,-19.41,16.4,76685.0
73,Bauhauptgewerbe,Auftragseingänge,2016,201608,94084.0,39355.0,136.5,139.06,81246.0
74,Bauhauptgewerbe,Auftragseingänge,2016,201609,36191.0,35104.0,-61.53,3.1,81336.0
75,Bauhauptgewerbe,Auftragseingänge,2016,201610,38861.0,27931.0,7.38,39.13,82247.0
76,Bauhauptgewerbe,Auftragseingänge,2016,201611,202857.0,49890.0,422.01,306.61,94994.0
77,Bauhauptgewerbe,Auftragseingänge,2016,201612,75511.0,404367.0,-62.78,-81.33,67590.0
78,Bauhauptgewerbe,Auftragseingänge,2015,Summe,838498.0,519760.0,,61.32,
79,Bauhauptgewerbe,Auftragseingänge,2015,201501,25584.0,22409.0,-59.41,14.17,43578.0
80,Bauhauptgewerbe,Auftragseingänge,2015,201502,32434.0,36906.0,26.77,-12.12,43205.0
81,Bauhauptgewerbe,Auftragseingänge,2015,201503,32419.0,138688.0,-0.05,-76.62,34350.0
82,Bauhauptgewerbe,Auftragseingänge,2015,201504,59325.0,23221.0,82.99,155.48,37358.0
83,Bauhauptgewerbe,Auftragseingänge,2015,201505,50497.0,24721.0,-14.88,104.27,39506.0
84,Bauhauptgewerbe,Auftragseingänge,2015,201506,47414.0,34174.0,-6.11,38.74,40610.0
85,Bauhauptgewerbe,Auftragseingänge,2015,201507,34178.0,43670.0,-27.92,-21.74,39819.0
86,Bauhauptgewerbe,Auftragseingänge,2015,201508,39355.0,22600.0,15.15,74.14,41215.0
87,Bauhauptgewerbe,Auftragseingänge,2015,201509,35104.0,44166.0,-10.8,-20.52,40460.0
88,Bauhauptgewerbe,Auftragseingänge,2015,201510,27931.0,39182.0,-20.43,-28.71,39522.0
89,Bauhauptgewerbe,Auftragseingänge,2015,201511,49890.0,26985.0,78.62,84.88,41431.0
90,Bauhauptgewerbe,Auftragseingänge,2015,201512,404367.0,63038.0,710.52,541.47,69875.0
91,Bauhauptgewerbe,Auftragseingänge,2014,Summe,519760.0,627250.0,,-17.14,
92,Bauhauptgewerbe,Auftragseingänge,2014,201401,22409.0,32712.0,-33.7,-31.5,51412.0
93,Bauhauptgewerbe,Auftragseingänge,2014,201402,36906.0,38609.0,64.69,-4.41,51270.0
94,Bauhauptgewerbe,Auftragseingänge,2014,201403,138688.0,53800.0,275.79,157.78,58344.0
95,Bauhauptgewerbe,Auftragseingänge,2014,201404,23221.0,31288.0,-83.26,-25.78,57672.0
96,Bauhauptgewerbe,Auftragseingänge,2014,201405,24721.0,37251.0,6.46,-33.64,56628.0
97,Bauhauptgewerbe,Auftragseingänge,2014,201406,34174.0,95757.0,38.24,-64.31,51496.0
98,Bauhauptgewerbe,Auftragseingänge,2014,201407,43670.0,87287.0,27.79,-49.97,47861.0
99,Bauhauptgewerbe,Auftragseingänge,2014,201408,22600.0,82503.0,-48.25,-72.61,42869.0
100,Bauhauptgewerbe,Auftragseingänge,2014,201409,44166.0,55233.0,95.42,-20.04,41947.0
101,Bauhauptgewerbe,Auftragseingänge,2014,201410,39182.0,26413.0,-11.28,48.34,43011.0
102,Bauhauptgewerbe,Auftragseingänge,2014,201411,26985.0,52597.0,-31.13,-48.69,40877.0
103,Bauhauptgewerbe,Auftragseingänge,2014,201412,63038.0,33800.0,133.6,86.5,43313.0
104,Bauhauptgewerbe,Auftragseingänge,2013,Summe,627250.0,896948.0,,-30.07,
105,Bauhauptgewerbe,Auftragseingänge,2013,201301,32712.0,27102.0,-6.74,20.7,75213.0
106,Bauhauptgewerbe,Auftragseingänge,2013,201302,38609.0,93041.0,18.03,-58.5,70677.0
107,Bauhauptgewerbe,Auftragseingänge,2013,201303,53800.0,44586.0,39.35,20.67,71445.0
108,Bauhauptgewerbe,Auftragseingänge,2013,201304,31288.0,135035.0,-41.84,-76.83,62799.0
109,Bauhauptgewerbe,Auftragseingänge,2013,201305,37251.0,38449.0,19.06,-3.12,62700.0
110,Bauhauptgewerbe,Auftragseingänge,2013,201306,95757.0,37873.0,157.06,152.84,67523.0
111,Bauhauptgewerbe,Auftragseingänge,2013,201307,87287.0,141947.0,-8.85,-38.51,62968.0
112,Bauhauptgewerbe,Auftragseingänge,2013,201308,82503.0,29813.0,-5.48,176.73,67359.0
113,Bauhauptgewerbe,Auftragseingänge,2013,201309,55233.0,19019.0,-33.05,190.41,70377.0
114,Bauhauptgewerbe,Auftragseingänge,2013,201310,26413.0,242994.0,-52.18,-89.13,52329.0
115,Bauhauptgewerbe,Auftragseingänge,2013,201311,52597.0,52014.0,99.13,1.12,52377.0
116,Bauhauptgewerbe,Auftragseingänge,2013,201312,33800.0,35075.0,-35.74,-3.64,52271.0
117,Bauhauptgewerbe,Auftragseingänge,2012,Summe,896948.0,774851.0,,15.76,
118,Bauhauptgewerbe,Auftragseingänge,2012,201201,27102.0,21317.0,-52.65,27.14,65053.0
119,Bauhauptgewerbe,Auftragseingänge,2012,201202,93041.0,33563.0,243.3,177.21,70010.0
120,Bauhauptgewerbe,Auftragseingänge,2012,201203,44586.0,60829.0,-52.08,-26.7,68656.0
121,Bauhauptgewerbe,Auftragseingänge,2012,201204,135035.0,26672.0,202.86,406.28,77686.0
122,Bauhauptgewerbe,Auftragseingänge,2012,201205,38449.0,31322.0,-71.53,22.75,78280.0
123,Bauhauptgewerbe,Auftragseingänge,2012,201206,37873.0,70063.0,-1.5,-45.94,75598.0
124,Bauhauptgewerbe,Auftragseingänge,2012,201207,141947.0,287508.0,274.8,-50.63,63468.0
125,Bauhauptgewerbe,Auftragseingänge,2012,201208,29813.0,29477.0,-79.0,1.14,63496.0
126,Bauhauptgewerbe,Auftragseingänge,2012,201209,19019.0,75625.0,-36.21,-74.85,58778.0
127,Bauhauptgewerbe,Auftragseingänge,2012,201210,242994.0,43465.0,1177.64,459.06,75406.0
128,Bauhauptgewerbe,Auftragseingänge,2012,201211,52014.0,37777.0,-78.59,37.69,76592.0
129,Bauhauptgewerbe,Auftragseingänge,2012,201212,35075.0,57233.0,-32.57,-38.72,74746.0
130,Bauhauptgewerbe,Auftragseingänge,2011,Summe,774851.0,455039.0,,70.28,
131,Bauhauptgewerbe,Auftragseingänge,2011,201101,21317.0,21555.0,-45.66,-1.1,37900.0
132,Bauhauptgewerbe,Auftragseingänge,2011,201102,33563.0,25698.0,57.45,30.61,38556.0
133,Bauhauptgewerbe,Auftragseingänge,2011,201103,60829.0,30208.0,81.24,101.37,41107.0
134,Bauhauptgewerbe,Auftragseingänge,2011,201104,26672.0,74794.0,-56.15,-64.34,37097.0
135,Bauhauptgewerbe,Auftragseingänge,2011,201105,31322.0,22629.0,17.43,38.42,37822.0
136,Bauhauptgewerbe,Auftragseingänge,2011,201106,70063.0,69432.0,123.69,0.91,37874.0
137,Bauhauptgewerbe,Auftragseingänge,2011,201107,287508.0,37047.0,310.36,676.06,58746.0
138,Bauhauptgewerbe,Auftragseingänge,2011,201108,29477.0,26985.0,-89.75,9.23,58954.0
139,Bauhauptgewerbe,Auftragseingänge,2011,201109,75625.0,42304.0,156.56,78.77,61730.0
140,Bauhauptgewerbe,Auftragseingänge,2011,201110,43465.0,26979.0,-42.53,61.11,63104.0
141,Bauhauptgewerbe,Auftragseingänge,2011,201111,37777.0,38182.0,-13.09,-1.06,63070.0
142,Bauhauptgewerbe,Auftragseingänge,2011,201112,57233.0,39226.0,51.5,45.91,64571.0
143,Bauhauptgewerbe,Auftragseingänge,2010,Summe,455039.0,568861.0,,-20.01,
144,Bauhauptgewerbe,Auftragseingänge,2010,201001,21555.0,21555.0,-37.96,0.0,47405.0
145,Bauhauptgewerbe,Auftragseingänge,2010,201002,25698.0,14951.0,19.22,71.88,48301.0
146,Bauhauptgewerbe,Auftragseingänge,2010,201003,30208.0,29973.0,17.55,0.78,48320.0
147,Bauhauptgewerbe,Auftragseingänge,2010,201004,74794.0,96671.0,147.6,-22.63,46497.0
148,Bauhauptgewerbe,Auftragseingänge,2010,201005,22629.0,27530.0,-69.74,-17.8,46089.0
149,Bauhauptgewerbe,Auftragseingänge,2010,201006,69432.0,72069.0,206.83,-3.66,45869.0
150,Bauhauptgewerbe,Auftragseingänge,2010,201007,37047.0,87665.0,-46.64,-57.74,41651.0
151,Bauhauptgewerbe,Auftragseingänge,2010,201008,26985.0,39334.0,-27.16,-31.4,40622.0
152,Bauhauptgewerbe,Auftragseingänge,2010,201009,42304.0,29113.0,56.77,45.31,41721.0
153,Bauhauptgewerbe,Auftragseingänge,2010,201010,26979.0,80908.0,-36.23,-66.65,37227.0
154,Bauhauptgewerbe,Auftragseingänge,2010,201011,38182.0,34348.0,41.52,11.16,37546.0
155,Bauhauptgewerbe,Auftragseingänge,2010,201012,39226.0,34744.0,2.73,12.9,37920.0
156,Bauhauptgewerbe,Auftragseingänge,2009,Summe,568861.0,504708.0,,12.71,
157,Bauhauptgewerbe,Auftragseingänge,2009,200901,21555.0,28819.0,-45.78,-25.21,21555.0
158,Bauhauptgewerbe,Auftragseingänge,2009,200902,14951.0,28912.0,-30.64,-48.29,18253.0
159,Bauhauptgewerbe,Auftragseingänge,2009,200903,29973.0,55502.0,100.47,-46.0,22160.0
160,Bauhauptgewerbe,Auftragseingänge,2009,200904,96671.0,26067.0,222.53,270.86,40788.0
161,Bauhauptgewerbe,Auftragseingänge,2009,200905,27530.0,37308.0,-71.52,-26.21,38136.0
162,Bauhauptgewerbe,Auftragseingänge,2009,200906,72069.0,40462.0,161.78,78.12,43792.0
163,Bauhauptgewerbe,Auftragseingänge,2009,200907,87665.0,50156.0,21.64,74.78,50059.0
164,Bauhauptgewerbe,Auftragseingänge,2009,200908,39334.0,37321.0,-55.13,5.39,48719.0
165,Bauhauptgewerbe,Auftragseingänge,2009,200909,29113.0,79396.0,-25.99,-63.33,46540.0
166,Bauhauptgewerbe,Auftragseingänge,2009,200910,80908.0,45649.0,177.91,77.24,49977.0
167,Bauhauptgewerbe,Auftragseingänge,2009,200911,34348.0,35359.0,-57.55,-2.86,48556.0
168,Bauhauptgewerbe,Auftragseingänge,2009,200912,34744.0,39757.0,1.15,-12.61,47405.0
169,Bauhauptgewerbe,Betriebe,2021,202101,84.0,78.0,-1.18,7.69,84.0
170,Bauhauptgewerbe,Betriebe,2021,202102,85.0,82.0,1.19,3.66,85.0
171,Bauhauptgewerbe,Betriebe,2021,202103,85.0,85.0,0.0,0.0,85.0
172,Bauhauptgewerbe,Betriebe,2021,202104,,84.0,,,
173,Bauhauptgewerbe,Betriebe,2021,202105,,84.0,,,
174,Bauhauptgewerbe,Betriebe,2021,202106,,84.0,,,
175,Bauhauptgewerbe,Betriebe,2021,202107,,85.0,,,
176,Bauhauptgewerbe,Betriebe,2021,202108,,85.0,,,
177,Bauhauptgewerbe,Betriebe,2021,202109,,85.0,,,
178,Bauhauptgewerbe,Betriebe,2021,202110,,85.0,,,
179,Bauhauptgewerbe,Betriebe,2021,202111,,85.0,,,
180,Bauhauptgewerbe,Betriebe,2021,202112,,85.0,,,
181,Bauhauptgewerbe,Betriebe,2020,202001,78.0,75.0,-1.27,4.0,80.0
182,Bauhauptgewerbe,Betriebe,2020,202002,82.0,77.0,5.13,6.49,80.0
183,Bauhauptgewerbe,Betriebe,2020,202003,85.0,79.0,3.66,7.59,81.0
184,Bauhauptgewerbe,Betriebe,2020,202004,84.0,81.0,-1.18,3.7,81.0
185,Bauhauptgewerbe,Betriebe,2020,202005,84.0,81.0,0.0,3.7,81.0
186,Bauhauptgewerbe,Betriebe,2020,202006,84.0,82.0,0.0,2.44,81.0
187,Bauhauptgewerbe,Betriebe,2020,202007,85.0,80.0,1.19,6.25,82.0
188,Bauhauptgewerbe,Betriebe,2020,202008,85.0,80.0,0.0,6.25,82.0
189,Bauhauptgewerbe,Betriebe,2020,202009,85.0,80.0,0.0,6.25,82.0
190,Bauhauptgewerbe,Betriebe,2020,202010,85.0,79.0,0.0,7.59,83.0
191,Bauhauptgewerbe,Betriebe,2020,202011,85.0,79.0,0.0,7.59,83.0
192,Bauhauptgewerbe,Betriebe,2020,202012,85.0,79.0,0.0,7.59,84.0
193,Bauhauptgewerbe,Betriebe,2019,201901,75.0,71.0,4.17,5.63,73.0
194,Bauhauptgewerbe,Betriebe,2019,201902,77.0,73.0,2.67,5.48,73.0
195,Bauhauptgewerbe,Betriebe,2019,201903,79.0,73.0,2.6,8.22,74.0
196,Bauhauptgewerbe,Betriebe,2019,201904,81.0,73.0,2.53,10.96,74.0
197,Bauhauptgewerbe,Betriebe,2019,201905,81.0,73.0,0.0,10.96,75.0
198,Bauhauptgewerbe,Betriebe,2019,201906,82.0,73.0,1.23,12.33,76.0
199,Bauhauptgewerbe,Betriebe,2019,201907,80.0,73.0,-2.44,9.59,76.0
200,Bauhauptgewerbe,Betriebe,2019,201908,80.0,72.0,0.0,11.11,77.0
201,Bauhauptgewerbe,Betriebe,2019,201909,80.0,72.0,0.0,11.11,78.0
202,Bauhauptgewerbe,Betriebe,2019,201910,79.0,72.0,-1.25,9.72,78.0
203,Bauhauptgewerbe,Betriebe,2019,201911,79.0,71.0,0.0,11.27,79.0
204,Bauhauptgewerbe,Betriebe,2019,201912,79.0,72.0,0.0,9.72,79.0
205,Bauhauptgewerbe,Betriebe,2018,201801,71.0,68.0,14.52,4.41,65.0
206,Bauhauptgewerbe,Betriebe,2018,201802,73.0,69.0,2.82,5.8,66.0
207,Bauhauptgewerbe,Betriebe,2018,201803,73.0,67.0,0.0,8.96,66.0
208,Bauhauptgewerbe,Betriebe,2018,201804,73.0,66.0,0.0,10.61,67.0
209,Bauhauptgewerbe,Betriebe,2018,201805,73.0,66.0,0.0,10.61,67.0
210,Bauhauptgewerbe,Betriebe,2018,201806,73.0,66.0,0.0,10.61,68.0
211,Bauhauptgewerbe,Betriebe,2018,201807,73.0,64.0,0.0,14.06,69.0
212,Bauhauptgewerbe,Betriebe,2018,201808,72.0,63.0,-1.37,14.29,69.0
213,Bauhauptgewerbe,Betriebe,2018,201809,72.0,63.0,0.0,14.29,70.0
214,Bauhauptgewerbe,Betriebe,2018,201810,72.0,64.0,0.0,12.5,71.0
215,Bauhauptgewerbe,Betriebe,2018,201811,71.0,63.0,-1.39,12.7,72.0
216,Bauhauptgewerbe,Betriebe,2018,201812,72.0,62.0,1.41,16.13,72.0
217,Bauhauptgewerbe,Betriebe,2017,201701,68.0,61.0,17.24,11.48,60.0
218,Bauhauptgewerbe,Betriebe,2017,201702,69.0,62.0,1.47,11.29,61.0
219,Bauhauptgewerbe,Betriebe,2017,201703,67.0,62.0,-2.9,8.06,61.0
220,Bauhauptgewerbe,Betriebe,2017,201704,66.0,61.0,-1.49,8.2,62.0
221,Bauhauptgewerbe,Betriebe,2017,201705,66.0,60.0,0.0,10.0,62.0
222,Bauhauptgewerbe,Betriebe,2017,201706,66.0,60.0,0.0,10.0,63.0
223,Bauhauptgewerbe,Betriebe,2017,201707,64.0,60.0,-3.03,6.67,63.0
224,Bauhauptgewerbe,Betriebe,2017,201708,63.0,59.0,-1.56,6.78,64.0
225,Bauhauptgewerbe,Betriebe,2017,201709,63.0,59.0,0.0,6.78,64.0
226,Bauhauptgewerbe,Betriebe,2017,201710,64.0,58.0,1.59,10.34,64.0
227,Bauhauptgewerbe,Betriebe,2017,201711,63.0,58.0,-1.56,8.62,65.0
228,Bauhauptgewerbe,Betriebe,2017,201712,62.0,58.0,-1.59,6.9,65.0
229,Bauhauptgewerbe,Betriebe,2016,201601,61.0,71.0,-6.15,-14.08,66.0
230,Bauhauptgewerbe,Betriebe,2016,201602,62.0,71.0,1.64,-12.68,66.0
231,Bauhauptgewerbe,Betriebe,2016,201603,62.0,71.0,0.0,-12.68,65.0
232,Bauhauptgewerbe,Betriebe,2016,201604,61.0,69.0,-1.61,-11.59,64.0
233,Bauhauptgewerbe,Betriebe,2016,201605,60.0,67.0,-1.64,-10.45,64.0
234,Bauhauptgewerbe,Betriebe,2016,201606,60.0,66.0,0.0,-9.09,63.0
235,Bauhauptgewerbe,Betriebe,2016,201607,60.0,65.0,0.0,-7.69,63.0
236,Bauhauptgewerbe,Betriebe,2016,201608,59.0,65.0,-1.67,-9.23,62.0
237,Bauhauptgewerbe,Betriebe,2016,201609,59.0,65.0,0.0,-9.23,62.0
238,Bauhauptgewerbe,Betriebe,2016,201610,58.0,65.0,-1.69,-10.77,61.0
239,Bauhauptgewerbe,Betriebe,2016,201611,58.0,65.0,0.0,-10.77,60.0
240,Bauhauptgewerbe,Betriebe,2016,201612,58.0,65.0,0.0,-10.77,60.0
241,Bauhauptgewerbe,Betriebe,2015,201501,71.0,67.0,-2.74,5.97,67.0
242,Bauhauptgewerbe,Betriebe,2015,201502,71.0,65.0,0.0,9.23,67.0
243,Bauhauptgewerbe,Betriebe,2015,201503,71.0,65.0,0.0,9.23,68.0
244,Bauhauptgewerbe,Betriebe,2015,201504,69.0,65.0,-2.82,6.15,68.0
245,Bauhauptgewerbe,Betriebe,2015,201505,67.0,63.0,-2.9,6.35,68.0
246,Bauhauptgewerbe,Betriebe,2015,201506,66.0,63.0,-1.49,4.76,69.0
247,Bauhauptgewerbe,Betriebe,2015,201507,65.0,62.0,-1.52,4.84,69.0
248,Bauhauptgewerbe,Betriebe,2015,201508,65.0,62.0,0.0,4.84,69.0
249,Bauhauptgewerbe,Betriebe,2015,201509,65.0,62.0,0.0,4.84,69.0
250,Bauhauptgewerbe,Betriebe,2015,201510,65.0,75.0,0.0,-13.33,68.0
251,Bauhauptgewerbe,Betriebe,2015,201511,65.0,73.0,0.0,-10.96,68.0
252,Bauhauptgewerbe,Betriebe,2015,201512,65.0,73.0,0.0,-10.96,67.0
253,Bauhauptgewerbe,Betriebe,2014,201401,67.0,60.0,0.0,11.67,62.0
254,Bauhauptgewerbe,Betriebe,2014,201402,65.0,59.0,-2.99,10.17,62.0
255,Bauhauptgewerbe,Betriebe,2014,201403,65.0,59.0,0.0,10.17,63.0
256,Bauhauptgewerbe,Betriebe,2014,201404,65.0,59.0,0.0,10.17,63.0
257,Bauhauptgewerbe,Betriebe,2014,201405,63.0,59.0,-3.08,6.78,64.0
258,Bauhauptgewerbe,Betriebe,2014,201406,63.0,59.0,0.0,6.78,64.0
259,Bauhauptgewerbe,Betriebe,2014,201407,62.0,59.0,-1.59,5.08,64.0
260,Bauhauptgewerbe,Betriebe,2014,201408,62.0,59.0,0.0,5.08,65.0
261,Bauhauptgewerbe,Betriebe,2014,201409,62.0,59.0,0.0,5.08,65.0
262,Bauhauptgewerbe,Betriebe,2014,201410,75.0,69.0,20.97,8.7,65.0
263,Bauhauptgewerbe,Betriebe,2014,201411,73.0,68.0,-2.67,7.35,66.0
264,Bauhauptgewerbe,Betriebe,2014,201412,73.0,67.0,0.0,8.96,66.0
265,Bauhauptgewerbe,Betriebe,2013,201301,60.0,58.0,-4.76,3.45,60.0
266,Bauhauptgewerbe,Betriebe,2013,201302,59.0,58.0,-1.67,1.72,60.0
267,Bauhauptgewerbe,Betriebe,2013,201303,59.0,58.0,0.0,1.72,60.0
268,Bauhauptgewerbe,Betriebe,2013,201304,59.0,59.0,0.0,0.0,60.0
269,Bauhauptgewerbe,Betriebe,2013,201305,59.0,59.0,0.0,0.0,60.0
270,Bauhauptgewerbe,Betriebe,2013,201306,59.0,59.0,0.0,0.0,60.0
271,Bauhauptgewerbe,Betriebe,2013,201307,59.0,59.0,0.0,0.0,60.0
272,Bauhauptgewerbe,Betriebe,2013,201308,59.0,59.0,0.0,0.0,60.0
273,Bauhauptgewerbe,Betriebe,2013,201309,59.0,59.0,0.0,0.0,60.0
274,Bauhauptgewerbe,Betriebe,2013,201310,69.0,63.0,16.95,9.52,61.0
275,Bauhauptgewerbe,Betriebe,2013,201311,68.0,63.0,-1.45,7.94,61.0
276,Bauhauptgewerbe,Betriebe,2013,201312,67.0,63.0,-1.47,6.35,61.0
277,Bauhauptgewerbe,Betriebe,2012,201201,58.0,58.0,1.75,0.0,58.0
278,Bauhauptgewerbe,Betriebe,2012,201202,58.0,58.0,0.0,0.0,58.0
279,Bauhauptgewerbe,Betriebe,2012,201203,58.0,58.0,0.0,0.0,58.0
280,Bauhauptgewerbe,Betriebe,2012,201204,59.0,58.0,1.72,1.72,58.0
281,Bauhauptgewerbe,Betriebe,2012,201205,59.0,58.0,0.0,1.72,58.0
